,id,transcription,emotion,text,label
1327,Ses02F_impro08_M009,"Well, you know, we wanted to--we wanted to go to Maui and--That was a",neu,"Well, you know, we wanted to--we wanted to go to Maui and--That was a",0
1328,Ses02F_impro08_M010,"--you know, the kids wanna go to the beach and stuff and so--um",neu,"--you know, the kids wanna go to the beach and stuff and so--um",0
1329,Ses02F_impro08_M011,"Well, it's gonna be four of them.",neu,"Well, it's gonna be four of them.",0
1330,Ses02F_impro08_M012,All right.  And can they like all get together?,neu,All right.  And can they like all get together?,0
1331,Ses02F_impro08_M013,"Um- You know, window is nice. I guess",neu,"Um- You know, window is nice. I guess",0
1332,Ses02F_impro08_M015,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--",neu,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--",0
1333,Ses02F_impro08_M016,"And, like, there's there's shuttles or something that I can get to the hotel.",neu,"And, like, there's there's shuttles or something that I can get to the hotel.",0
1334,Ses02F_impro08_M018,All right.  So we're confirmed then or do you--All right.,neu,All right.  So we're confirmed then or do you--All right.,0
1335,Ses02F_impro08_M019,Okay.,neu,Okay.,0
1336,Ses02F_script01_1_F004,Did you talk to him?,sad,Did you talk to him?,3
1337,Ses02F_script01_1_F005,He cried hard?,sad,He cried hard?,3
1338,Ses02F_script01_1_F006,What was he doing out here at that hour?,sad,What was he doing out here at that hour?,3
1339,Ses02F_script01_1_F017,"I've got an idea, but what's the story?",sad,"I've got an idea, but what's the story?",3
1340,Ses02F_script01_1_F018,"Well, that's only your business, Chris.",neu,"Well, that's only your business, Chris.",0
1341,Ses02F_script01_1_F019,What do you want me to do?  You're old enough to know your own mind.,ang,What do you want me to do?  You're old enough to know your own mind.,2
1342,Ses02F_script01_1_F021,I'm just saying that--,neu,I'm just saying that--,0
1343,Ses02F_script01_1_F025,You're a considerate fellow.  There's nothing wrong with that.,neu,You're a considerate fellow.  There's nothing wrong with that.,0
1344,Ses02F_script01_1_F026,[BREATHING] Have you asked Annie yet?,neu,[BREATHING] Have you asked Annie yet?,0
1345,Ses02F_script01_1_F027,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does.",neu,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does.",0
1346,Ses02F_script01_1_F028,"Trouble is, you don't see enough women.",sad,"Trouble is, you don't see enough women.",3
1347,Ses02F_script01_1_F036,Are you crazy?,ang,Are you crazy?,2
1348,Ses02F_script01_1_F037,What about the business?  What the hell is this?,ang,What about the business?  What the hell is this?,2
1349,Ses02F_script01_1_F038,Must you be inspired?,ang,Must you be inspired?,2
1350,Ses02F_script01_1_F040,"Well, you don't want to think like that.",ang,"Well, you don't want to think like that.",2
1351,Ses02F_script01_1_F044,I can see that.,sad,I can see that.,3
1352,Ses02F_script01_1_M011,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,ang,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,2
1353,Ses02F_script01_1_M013,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",ang,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",2
1354,Ses02F_script01_1_M017,I'm gonna ask her to marry me.,neu,I'm gonna ask her to marry me.,0
1355,Ses02F_script01_1_M021,"Well, then it isn't just my business--",ang,"Well, then it isn't just my business--",2
1356,Ses02F_script01_1_M023,She's not Larry's girl.,ang,She's not Larry's girl.,2
1357,Ses02F_script01_1_M025,To hell with that.,ang,To hell with that.,2
1358,Ses02F_script01_1_M027,"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",sad,"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",3
1359,Ses02F_script01_1_M029,Because it is.,neu,Because it is.,0
1360,Ses02F_script01_1_M036,I've been a good son too long.  A good sucker.  I'm through with it.,ang,I've been a good son too long.  A good sucker.  I'm through with it.,2
1361,Ses02F_script01_1_M037,The business?  The business doesn't inspire me.,ang,The business?  The business doesn't inspire me.,2
1362,Ses02F_script01_1_M038,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",ang,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",2
1363,Ses02F_script01_1_M040,"Yes, on this I would.",neu,"Yes, on this I would.",0
1364,Ses02F_script01_1_M043,I am thinkin' that way.,neu,I am thinkin' that way.,0
1365,Ses02F_script01_1_M044,"No, you don't.  I'm a pretty tough guy.",neu,"No, you don't.  I'm a pretty tough guy.",0
1366,Ses02F_script01_2_F005,It's got that all about it.,ang,It's got that all about it.,2
1367,Ses02F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",ang,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",2
1368,Ses02F_script01_2_F013,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,ang,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,2
1369,Ses02F_script01_2_M001,"Well, maybe he just wanted to see her again.",neu,"Well, maybe he just wanted to see her again.",0
1370,Ses02F_script01_2_M002,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,neu,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,0
1371,Ses02F_script01_2_M004,How do you know he's even thinking of it?,neu,How do you know he's even thinking of it?,0
1372,Ses02F_script01_2_M005,"Well, so what?",neu,"Well, so what?",0
1373,Ses02F_script01_2_M006,"Now, listen Kate.",neu,"Now, listen Kate.",0
1374,Ses02F_script01_2_M007,You can't read her mind.,neu,You can't read her mind.,0
1375,Ses02F_script01_2_M008,How do you know why she's waited?,neu,How do you know why she's waited?,0
1376,Ses02F_script01_2_M016,What does that mean?  Me above all?,ang,What does that mean?  Me above all?,2
1377,Ses02F_script01_2_M017,Look at you.  Look at you shaking.,ang,Look at you.  Look at you shaking.,2
1378,Ses02F_script01_2_M018,What have I got to hide?  What the hell is the matter with you Kate?,ang,What have I got to hide?  What the hell is the matter with you Kate?,2
1379,Ses02F_script01_3_F009,"from her point of view, why else would I come?",sad,"from her point of view, why else would I come?",3
1380,Ses02F_script01_3_F012,I almost got married two years ago.,hap,I almost got married two years ago.,1
1381,Ses02F_script01_3_F013,You started to write me and--,hap,You started to write me and--,1
1382,Ses02F_script01_3_F014,Every day since.,hap,Every day since.,1
1383,Ses02F_script01_3_F016,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,hap,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,1
1384,Ses02F_script01_3_F020,"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",sad,"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",3
1385,Ses02F_script01_3_F021,You've gotta tell me.,sad,You've gotta tell me.,3
1386,Ses02F_script01_3_F022,It wouldn't work this way.,sad,It wouldn't work this way.,3
1387,Ses02F_script01_3_F023,"Yeah, sure.",sad,"Yeah, sure.",3
1388,Ses02F_script01_3_F024,How many?,sad,How many?,3
1389,Ses02F_script01_3_F025,"Oh, gee.",sad,"Oh, gee.",3
1390,Ses02F_script01_3_F026,You still feel that way?,sad,You still feel that way?,3
1391,Ses02F_script01_3_F029,What'll I do with a fortune?,hap,What'll I do with a fortune?,1
1392,Ses02F_script01_3_M001,You're not sorry you came?,neu,You're not sorry you came?,0
1393,Ses02F_script01_3_M010,"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",hap,"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",1
1394,Ses02F_script01_3_M020,No.  Nothing like that.,sad,No.  Nothing like that.,3
1395,Ses02F_script01_3_M021,"Yeah, I suppose I have been.  But it's going from me.",sad,"Yeah, I suppose I have been.  But it's going from me.",3
1396,Ses02F_script01_3_M022,I don't know how to start.,sad,I don't know how to start.,3
1397,Ses02F_script01_3_M023,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",sad,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",3
1398,Ses02F_script01_3_M024,"Well, I lost them.",sad,"Well, I lost them.",3
1399,Ses02F_script01_3_M025,Just about all.,sad,Just about all.,3
1400,Ses02F_script01_3_M026,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sad,It takes some time for a guy to toss that off.  'Cause they weren't just men.,3
1401,Ses02F_script01_3_M027,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",sad,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",3
1402,Ses02F_script01_3_M028,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",sad,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",3
1403,Ses02F_script01_3_M029,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",sad,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",3
1404,Ses02F_script01_3_M030,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",sad,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",3
1405,Ses02F_script01_3_M031,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,sad,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,3
1406,Ses02F_script01_3_M032,"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sad,"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",3
1407,Ses02F_script01_3_M033,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sad,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",3
1408,Ses02F_script01_3_M034,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,sad,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,3
1409,Ses02F_script02_1_F001,What flashlight?,neu,What flashlight?,0
1410,Ses02F_script02_1_F005,Yeah.,neu,Yeah.,0
1411,Ses02F_script02_1_F019,We didn't see them the first time either.,neu,We didn't see them the first time either.,0
1412,Ses02F_script02_1_F021,About what?,neu,About what?,0
1413,Ses02F_script02_1_M000,What time is it?  They're supposed to run around midnight.,hap,What time is it?  They're supposed to run around midnight.,1
1414,Ses02F_script02_1_M001,"This is great, isn't it?  Look at the night we've got here, couldn't be better.",hap,"This is great, isn't it?  Look at the night we've got here, couldn't be better.",1
1415,Ses02F_script02_1_M002,"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it.",hap,"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it.",1
1416,Ses02F_script02_1_M003,How you doing?,hap,How you doing?,1
1417,Ses02F_script02_1_M004,Is that--no--is that just foam?  I can't even tell.,hap,Is that--no--is that just foam?  I can't even tell.,1
1418,Ses02F_script02_1_M005,"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?",hap,"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?",1
1419,Ses02F_script02_1_M006,"How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight.",hap,"How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight.",1
1420,Ses02F_script02_1_M009,"Oh, well sure.",neu,"Oh, well sure.",0
1421,Ses02F_script02_1_M010,"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally.",neu,"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally.",0
1422,Ses02F_script02_1_M012,"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?",neu,"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?",0
1423,Ses02F_script02_1_M013,"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket.",neu,"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket.",0
1424,Ses02F_script02_1_M014,"This is great, isn't it?  A six pack would be just the ticket right now.",hap,"This is great, isn't it?  A six pack would be just the ticket right now.",1
1425,Ses02F_script02_1_M015,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,hap,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,1
1426,Ses02F_script02_1_M016,You think they can hear us talk?  Or feel the vibrations in the sand when we move around?,hap,You think they can hear us talk?  Or feel the vibrations in the sand when we move around?,1
1427,Ses02F_script02_1_M017,Do you want my jacket?,neu,Do you want my jacket?,0
1428,Ses02F_script02_1_M019,Right.,neu,Right.,0
1429,Ses02F_script02_1_M020,That's my point too.,neu,That's my point too.,0
1430,Ses02F_script02_1_M021,No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?,neu,No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?,0
1431,Ses02F_script02_1_M024,"Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this.  We live forty minutes away.  It's too good to pass up.",hap,"Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this.  We live forty minutes away.  It's too good to pass up.",1
1432,Ses02F_script02_1_M025,"Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,",hap,"Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,",1
1433,Ses02F_script02_1_M026,this is a big night for these guys.  Life's last orgy.,hap,this is a big night for these guys.  Life's last orgy.,1
1434,Ses02F_script02_1_M028,Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,hap,Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,1
1435,Ses02F_script02_1_M031,"I don't get it.  The first time we came here, you said it was the best night of your life.",neu,"I don't get it.  The first time we came here, you said it was the best night of your life.",0
1436,Ses02F_script02_1_M033,We weren't in a good spot.,neu,We weren't in a good spot.,0
1437,Ses02F_script02_1_M035,There is that--no that's just seaweed isn't it?,hap,There is that--no that's just seaweed isn't it?,1
1438,Ses02F_script02_1_M036,"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",hap,"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",1
1439,Ses02F_script02_1_M039,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",hap,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",1
1440,Ses02F_script02_1_M040,It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,hap,It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,1
1441,Ses02F_script02_1_M041,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",hap,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",1
1442,Ses02F_script02_1_M042,"Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up.",hap,"Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up.",1
1443,Ses02F_script02_1_M043,"Well, so what do you think?",neu,"Well, so what do you think?",0
1444,Ses02F_script02_1_M044,What I was saying.,neu,What I was saying.,0
1445,Ses02F_script02_2_F000,About what?,neu,About what?,0
1446,Ses02F_script02_2_F005,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",ang,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",2
1447,Ses02F_script02_2_F006,We just have different ideas of what this evening is supposed to look like.,ang,We just have different ideas of what this evening is supposed to look like.,2
1448,Ses02F_script02_2_F011,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",ang,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",2
1449,Ses02F_script02_2_F015,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",sad,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",3
1450,Ses02F_script02_2_F016,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",sad,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",3
1451,Ses02F_script02_2_F017,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",sad,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",3
1452,Ses02F_script02_2_F018,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",sad,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",3
1453,Ses02F_script02_2_F019,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",sad,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",3
1454,Ses02F_script02_2_F020,I'd rather not remember some things.  I would rather not hope for some things.,sad,I'd rather not remember some things.  I would rather not hope for some things.,3
1455,Ses02F_script02_2_F021,No.,sad,No.,3
1456,Ses02F_script02_2_F022,No.,sad,No.,3
1457,Ses02F_script02_2_F024,No.,sad,No.,3
1458,Ses02F_script02_2_F031,Well.  This isn't anything like I thought anything would be like.,sad,Well.  This isn't anything like I thought anything would be like.,3
1459,Ses02F_script02_2_F033,"I know that, Augie.  Really, I do.",sad,"I know that, Augie.  Really, I do.",3
1460,Ses02F_script02_2_F034,"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else.",sad,"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else.",3
1461,Ses02F_script02_2_F035,I didn't say that.,sad,I didn't say that.,3
1462,Ses02F_script02_2_F038,You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.,sad,You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.,3
1463,Ses02F_script02_2_F041,"Augie, you brought refreshments.",hap,"Augie, you brought refreshments.",1
1464,Ses02F_script02_2_F042,"Well, then we don't need glasses.",hap,"Well, then we don't need glasses.",1
1465,Ses02F_script02_2_F043,No.  I think you might be right.  Maybe this is the spot after all.,hap,No.  I think you might be right.  Maybe this is the spot after all.,1
1466,Ses02F_script02_2_F044,"Augie, I'm sorry.",sad,"Augie, I'm sorry.",3
1467,Ses02F_script02_2_F045,Or not.,hap,Or not.,1
1468,Ses02F_script02_2_M000,"Well, so what do you think?",hap,"Well, so what do you think?",1
1469,Ses02F_script02_2_M001,What I was saying.,neu,What I was saying.,0
1470,Ses02F_script02_2_M002,It certainly is not.  It's slightly exaggerated scientific fact.,neu,It certainly is not.  It's slightly exaggerated scientific fact.,0
1471,Ses02F_script02_2_M003,"Well, I'm not the only one.  Look at all these people.",neu,"Well, I'm not the only one.  Look at all these people.",0
1472,Ses02F_script02_2_M005,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",neu,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",0
1473,Ses02F_script02_2_M007,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",neu,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",0
1474,Ses02F_script02_2_M009,We've missed them twice.  That's not ever.,neu,We've missed them twice.  That's not ever.,0
1475,Ses02F_script02_2_M010,"Well, we'll see them this year.",neu,"Well, we'll see them this year.",0
1476,Ses02F_script02_2_M013,It's just fish.  Nothing to get traumatized about.,neu,It's just fish.  Nothing to get traumatized about.,0
1477,Ses02F_script02_2_M016,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",neu,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",0
1478,Ses02F_script02_2_M017,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",neu,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",0
1479,Ses02F_script02_2_M018,Wait a minute.  I've got it.,neu,Wait a minute.  I've got it.,0
1480,Ses02F_script02_2_M019,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",neu,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",0
1481,Ses02F_script02_2_M020,"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?",neu,"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?",0
1482,Ses02F_script02_2_M021,"Okay, yeah, sure, I see it now.  Listen, you wanna dance?",neu,"Okay, yeah, sure, I see it now.  Listen, you wanna dance?",0
1483,Ses02F_script02_2_M022,You want me to go get some champagne?,neu,You want me to go get some champagne?,0
1484,Ses02F_script02_2_M023,Take off our shoes?,neu,Take off our shoes?,0
1485,Ses02F_script02_2_M029,"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?",ang,"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?",2
1486,Ses02F_script02_2_M031,"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",sad,"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",3
1487,Ses02F_script02_2_M033,"Yes, it is.",neu,"Yes, it is.",0
1488,Ses02F_script02_2_M034,Right.,neu,Right.,0
1489,Ses02F_script02_2_M035,"I know, me neither.",sad,"I know, me neither.",3
1490,Ses02F_script02_2_M036,I'm doing the best I can.,sad,I'm doing the best I can.,3
1491,Ses02F_script02_2_M037,Maybe if you were with somebody else too.,sad,Maybe if you were with somebody else too.,3
1492,Ses02F_script02_2_M038,"No, I know.  But still.  I know I don't make you happy.",sad,"No, I know.  But still.  I know I don't make you happy.",3
1493,Ses02F_script02_2_M041,"I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here.",hap,"I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here.",1
1494,Ses02F_script02_2_M042,"Well, look what we have here.",hap,"Well, look what we have here.",1
1495,Ses02F_script02_2_M043,It's not champagne.,hap,It's not champagne.,1
1496,Ses02F_script02_2_M045,Shh.  If we're very quiet the fish might come.,hap,Shh.  If we're very quiet the fish might come.,1
1497,Ses02F_script02_2_M046,Or not.,hap,Or not.,1
1498,Ses02F_script03_1_F005,"Ah, it send shivers up my spine.",hap,"Ah, it send shivers up my spine.",1
1499,Ses02F_script03_1_F006,Behave exquisitely.,hap,Behave exquisitely.,1
1500,Ses02F_script03_1_F007,"Oh, of course.  I shall probably do a court curtsy.",hap,"Oh, of course.  I shall probably do a court curtsy.",1
1501,Ses02F_script03_1_F008,What's so horrible is that one can't stay happy.,hap,What's so horrible is that one can't stay happy.,1
1502,Ses02F_script03_1_F009,It's true.  The whole business is a very poor joke.,hap,It's true.  The whole business is a very poor joke.,1
1503,Ses02F_script03_1_F010,"Yes, meaning just that.",hap,"Yes, meaning just that.",1
1504,Ses02F_script03_1_F012,Who's they?,neu,Who's they?,0
1505,Ses02F_script03_1_F013,"If I laugh at everything, then I must laugh at us too.",neu,"If I laugh at everything, then I must laugh at us too.",0
1506,Ses02F_script03_1_F014,"Well how long will it last us, this ludicrous overbearing love of ours.",neu,"Well how long will it last us, this ludicrous overbearing love of ours.",0
1507,Ses02F_script03_1_F015,"Well, shall we always want to bicker and fight?",neu,"Well, shall we always want to bicker and fight?",0
1508,Ses02F_script03_1_F016,"Oh, dear, shall we like that?",neu,"Oh, dear, shall we like that?",0
1509,Ses02F_script03_1_F017,"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?",neu,"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?",0
1510,Ses02F_script03_1_F019,"Darling, I believe you're talking nonsense.",hap,"Darling, I believe you're talking nonsense.",1
1511,Ses02F_script03_1_F020,"Elliott, worms don't pop.",hap,"Elliott, worms don't pop.",1
1512,Ses02F_script03_1_F021,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",hap,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",1
1513,Ses02F_script03_1_F022,Which particular one?,hap,Which particular one?,1
1514,Ses02F_script03_1_F023,Charles.  That was his name.  Charles.  He did wriggle so beautifully.,hap,Charles.  That was his name.  Charles.  He did wriggle so beautifully.,1
1515,Ses02F_script03_1_F024,"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",hap,"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",1
1516,Ses02F_script03_1_F025,It went in intermittently for days.,hap,It went in intermittently for days.,1
1517,Ses02F_script03_1_F026,It burned my comb too and all the towels in the bathroom.,hap,It burned my comb too and all the towels in the bathroom.,1
1518,Ses02F_script03_1_F027,That was the first time you ever hit me.,neu,That was the first time you ever hit me.,0
1519,Ses02F_script03_1_F028,"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",hap,"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",1
1520,Ses02F_script03_1_F029,It was ridiculous.  Completely ridiculous.,hap,It was ridiculous.  Completely ridiculous.,1
1521,Ses02F_script03_1_M001,I wonder.,neu,I wonder.,0
1522,Ses02F_script03_1_M004,I don't care then.,neu,I don't care then.,0
1523,Ses02F_script03_1_M005,Hello?  Hello?  What?  Wrong number.,neu,Hello?  Hello?  What?  Wrong number.,0
1524,Ses02F_script03_1_M007,With the most perfect poise?,neu,With the most perfect poise?,0
1525,Ses02F_script03_1_M008,Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?,neu,Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?,0
1526,Ses02F_script03_1_M009,"Oh, darling, don't say that.",neu,"Oh, darling, don't say that.",0
1527,Ses02F_script03_1_M010,"Meaning that sacred and beautiful thing, love?",neu,"Meaning that sacred and beautiful thing, love?",0
